tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
888917238123831296,,,2017-07-23 00:22:39+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,71.5,True,tibetan_mastiff,12.0,True,labrador_retriever,10.6,True,26583.0,3940.0
888804989199671297,,,2017-07-22 16:56:37+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,47.0,True,labrador_retriever,18.4,True,english_setter,7.3,True,23336.0,3725.0
888554962724278272,,,2017-07-22 00:23:06+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,siberian_husky,70.0,True,eskimo_dog,16.7,True,malamute,11.1,True,17998.0,3044.0
888202515573088257,,,2017-07-21 01:02:36+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,8.874739571039519e+17,4196983835.0,2017-07-19 00:47:34 +0000,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,80.9,True,rhodesian_ridgeback,5.5,True,beagle,3.9,True,,
888078434458587136,,,2017-07-20 16:49:33+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,french_bulldog,99.5,True,pug,0.1,True,bull_mastiff,0.1,True,19895.0,3053.0
887705289381826560,,,2017-07-19 16:06:48+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,82.2,True,redbone,8.8,True,weimaraner,2.6,True,27662.0,4754.0
887517139158093824,,,2017-07-19 03:39:09+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,limousine,13.0,False,tow_truck,2.9,False,shopping_cart,2.6,False,42335.0,10358.0
887473957103951883,,,2017-07-19 00:47:34+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,80.9,True,rhodesian_ridgeback,5.5,True,beagle,3.9,True,62672.0,15829.0
887343217045368832,,,2017-07-18 16:08:03+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,none,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,mexican_hairless,33.1,True,sea_lion,27.6,False,weimaraner,13.4,True,30730.0,9267.0
887101392804085760,,,2017-07-18 00:07:08+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,none,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,samoyed,73.4,True,eskimo_dog,3.5,True,staffordshire_bullterrier,3.0,True,28000.0,5252.0
886983233522544640,,,2017-07-17 16:17:36+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,chihuahua,79.3,True,toy_terrier,14.4,True,can_opener,3.2,False,31761.0,6722.0
886736880519319552,,,2017-07-16 23:58:41+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,31.0,True,great_pyrenees,18.6,True,dandie_dinmont,8.6,True,10912.0,2800.0
886680336477933568,,,2017-07-16 20:14:00+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,73.9,False,sports_car,14.0,False,car_wheel,4.4,False,20544.0,3940.0
886366144734445568,,,2017-07-15 23:25:31+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french_bulldog,99.9,True,chihuahua,0.0,True,boston_bull,0.0,True,19288.0,2785.0
886267009285017600,8.862663570751283e+17,2281181600.0,2017-07-15 16:51:35+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,,,,12,10,none,None,,,,,,,,,,,,109.0,4.0
886258384151887873,,,2017-07-15 16:17:19+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,94.4,True,shower_cap,2.5,False,siamese_cat,0.3,False,25549.0,5565.0
886054160059072513,,,2017-07-15 02:45:48+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,8.860537344211026e+17,19607400.0,2017-07-15 02:44:07 +0000,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",12,10,none,None,,,,,,,,,,,,0.0,96.0
885984800019947520,,,2017-07-14 22:10:11+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim_spaniel,97.2,True,shih-tzu,0.7,True,bernese_mountain_dog,0.6,True,29745.0,5909.0
885528943205470208,,,2017-07-13 15:58:47+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,36.9,True,labrador_retriever,26.6,True,kuvasz,13.5,True,32826.0,5622.0
885518971528720385,,,2017-07-13 15:19:09+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,,,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,none,None,,,,,,,,,,,,18707.0,3287.0
885311592912609280,,,2017-07-13 01:35:06+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,8.305833205850685e+17,4196983835.0,2017-02-12 01:04:29 +0000,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,lilly,None,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,labrador_retriever,90.9,True,seat_belt,5.7,False,pug,1.2,True,0.0,16281.0
885167619883638784,,,2017-07-12 16:03:00+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,none,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,81.2,True,siberian_husky,7.2,True,eskimo_dog,5.6,True,19988.0,3848.0
884925521741709313,,,2017-07-12 00:01:00+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian_greyhound,26.0,True,american_staffordshire_terrier,19.8,True,staffordshire_bullterrier,12.8,True,70147.0,15892.0
884876753390489601,,,2017-07-11 20:47:12+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,82.2,True,norwich_terrier,10.6,True,norfolk_terrier,3.7,True,25394.0,4915.0
884562892145688576,,,2017-07-11 00:00:02+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,54.6,True,french_bulldog,40.4,True,brabancon_griffon,4.4,True,22195.0,4134.0
884441805382717440,,,2017-07-10 15:58:53+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,none,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,pembroke,99.3,True,cardigan,0.3,True,chihuahua,0.2,True,24774.0,5018.0
884247878851493888,,,2017-07-10 03:08:17+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,,,,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,none,None,,,,,,,,,,,,66159.0,17873.0
884162670584377345,,,2017-07-09 21:29:42+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german_shepherd,70.7,True,malinois,19.9,True,norwegian_elkhound,4.9,True,18635.0,2634.0
883838122936631299,,,2017-07-09 00:00:04+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,61.1,True,miniature_pinscher,30.0,True,kelpie,6.3,True,19945.0,3012.0
883482846933004288,,,2017-07-08 00:28:19+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,94.3,True,labrador_retriever,3.2,True,kuvasz,0.6,True,41829.0,8693.0
883360690899218434,,,2017-07-07 16:22:55+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,98.8,True,tibetan_mastiff,0.7,True,newfoundland,0.2,True,20724.0,3238.0
883117836046086144,,,2017-07-07 00:17:54+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,none,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,95.0,True,labrador_retriever,4.6,True,kuvasz,0.2,True,33872.0,5845.0
882992080364220416,,,2017-07-06 15:58:11+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,eskimo_dog,46.7,True,siberian_husky,40.6,True,dingo,7.3,False,21807.0,3411.0
882762694511734784,,,2017-07-06 00:46:41+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador_retriever,85.0,True,chesapeake_bay_retriever,7.4,True,flat-coated_retriever,1.6,True,25791.0,4297.0
882627270321602560,,,2017-07-05 15:48:34+00:00,"""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,54.3,True,chihuahua,25.2,True,cardigan,10.8,True,25611.0,5341.0
